,mst_id,det_id,date,dtv,values,weekday,day_type,yeartime
28288,4014,4014015,2019-06-24,21220,"[0.019509896324222432, 0.01234684260131951, 0.01003770028275212, 0.007822808671065032, 0.012488218661639962, 0.032752120640904804, 0.05560791705937795, 0.06055607917059378, 0.05480678605089538, 0.05739868049010367, 0.05579641847313855, 0.05103675777568332, 0.054995287464655984, 0.05254476908576814, 0.05598491988689915, 0.05494816211121584, 0.04269557021677663, 0.044863336475023566, 0.04156456173421301, 0.044344957587181905, 0.045098963242224316, 0.03958529688972667, 0.04123468426013195, 0.05197926484448633]",0,1.0,2.0
28289,4014,4014015,2019-06-23,18918,"[0.029231419811819433, 0.019188074849349826, 0.011734855692990803, 0.010413362934771117, 0.009514747859181731, 0.013532085844169574, 0.016756528174225606, 0.02151390210381647, 0.029971455756422453, 0.042710645945660215, 0.05275399090812982, 0.053758325404376785, 0.058039961941008564, 0.06057722803679036, 0.06565176022835395, 0.06507030341473728, 0.06242731789829792, 0.06359023152553124, 0.06443598689079184, 0.06216301934665398, 0.05798710223067977, 0.049846706840046516, 0.04450787609683899, 0.03462311026535574]",6,2.0,2.0
28290,4014,4014015,2019-06-22,19340,"[0.021458117890382628, 0.01499482936918304, 0.011168562564632886, 0.009565667011375388, 0.011323681489141675, 0.01763185108583247, 0.026473629782833505, 0.03609100310237849, 0.04183040330920372, 0.05113753877973113, 0.05486039296794209, 0.0547052740434333, 0.05972078593588418, 0.06235780765253361, 0.06390899689762151, 0.06504653567735263, 0.061323681489141676, 0.06039296794208893, 0.05511892450879007, 0.05434332988624612, 0.05093071354705274, 0.04389865563598759, 0.03795243019648397, 0.03376421923474664]",5,2.0,2.0
28291,4014,4014015,2019-06-21,19688,"[0.017015440877691995, 0.011580658268996343, 0.008939455505891914, 0.007314099959366111, 0.010869565217391304, 0.024685087362860625, 0.04246241365298659, 0.05292563998374644, 0.05556684274685087, 0.05277326290125965, 0.05942706216984966, 0.06059528646891508, 0.06272856562373019, 0.06277935798455912, 0.05571921982933767, 0.040989435188947584, 0.05912230800487606, 0.058766761479073545, 0.054957334416903696, 0.05328118650954897, 0.0457131247460382, 0.03921170255993499, 0.03433563592035758, 0.028240552620885817]",4,4.0,1.0
28292,4014,4014015,2019-06-20,17007,"[0.030164050097018873, 0.02140295172575998, 0.014053036984770976, 0.010583877227024167, 0.011465866995942847, 0.017228200152878227, 0.024872111483506792, 0.030928441230081732, 0.03992473687305227, 0.049567825013229844, 0.06150408655259599, 0.06397365790556829, 0.06038689951196566, 0.05956370906097489, 0.06585523607926148, 0.05938731110719116, 0.058152525430705, 0.058740518609984124, 0.05280178749926501, 0.05333098136061622, 0.04686305638854589, 0.04086552595989887, 0.03833715528899865, 0.03004645146116305]",3,3.0,1.0
28293,4014,4014015,2019-06-19,21451,"[0.016549345018880238, 0.009370192531816698, 0.008857395925597875, 0.007831802713160226, 0.010535639364132208, 0.026385716283623142, 0.05044053890261526, 0.059297934828213134, 0.05580159433126661, 0.05361055428651345, 0.04815626311127686, 0.05365717215980607, 0.05351731853992821, 0.05421658663931751, 0.05971749568784672, 0.05678056967041164, 0.049088620577129274, 0.049881124423103815, 0.05626777306419281, 0.055195561978462544, 0.05104657125541933, 0.04288844342921076, 0.041489907230432145, 0.029415878047643465]",2,1.0,1.0
28294,4014,4014015,2019-06-18,19592,"[0.016537362188648427, 0.009748877092690894, 0.008421804818293181, 0.008370763576970192, 0.011382196815026542, 0.03093099224173132, 0.05670681910984075, 0.06395467537770519, 0.06303593303389138, 0.060177623519804005, 0.05793180890159249, 0.05629848917925684, 0.05236831359738669, 0.05900367496937525, 0.055890159248672924, 0.017558187015108206, 0.036035116374030216, 0.050990200081665986, 0.0639036341363822, 0.052521437321355655, 0.047621478154348716, 0.03695385871784402, 0.038689260922825645, 0.044967333605553286]",1,1.0,1.0
28295,4014,4014015,2019-06-17,21022,"[0.012938825991818096, 0.009989534773094853, 0.008324612310912378, 0.006754828275140329, 0.01075064218437827, 0.030824850156978403, 0.05622681000856246, 0.06222053087241937, 0.061174008181904674, 0.05332508800304443, 0.05399105698791742, 0.05166016554086195, 0.056084102368946814, 0.051517457901246316, 0.05399105698791742, 0.0588431167348492, 0.05908096280087528, 0.06074588526305775, 0.05698791741984587, 0.051136904195604606, 0.04509561411854248, 0.034154695081343354, 0.030824850156978403, 0.02335648368375987]",0,1.0,1.0
28296,4014,4014015,2019-06-16,18001,"[0.047552913727015166, 0.020887728459530026, 0.013221487695128048, 0.010499416699072273, 0.008888395089161713, 0.012777067940669963, 0.015832453752569302, 0.02033220376645742, 0.028887284039775567, 0.044164213099272265, 0.05221932114882506, 0.056941281039942226, 0.05849675018054552, 0.060885506360757735, 0.06499638908949502, 0.060996611299372255, 0.06627409588356202, 0.06371868229542803, 0.06344091994889173, 0.057941225487472915, 0.05505249708349536, 0.04677517915671352, 0.04060885506360758, 0.028609521693239263]",6,2.0,1.0
28297,4014,4014015,2019-06-15,19412,"[0.02261487739542551, 0.0173603956315681, 0.012157428394807336, 0.011230166907067794, 0.012260457449000619, 0.0188543169173707, 0.031475376056047805, 0.03580259633216567, 0.04337523181537194, 0.0533175355450237, 0.05944776426952401, 0.058623531835977745, 0.05841747372759118, 0.06042654028436019, 0.056150834535338964, 0.058108386565011334, 0.05568720379146919, 0.05099938182567484, 0.052132701421800945, 0.05280239027405728, 0.04414794972182155, 0.03626622707603544, 0.04177828147537606, 0.056562950752112096]",5,2.0,1.0
28298,4014,4014015,2019-06-14,20664,"[0.01756678281068525, 0.010501355013550135, 0.00992063492063492, 0.007791327913279133, 0.011372435152922957, 0.028310104529616725, 0.05347464188927604, 0.0600077429345722, 0.05574912891986063, 0.0559427022841657, 0.05541037553232675, 0.055845915602013164, 0.06131436314363144, 0.06054006968641115, 0.04863530778164925, 0.05299070847851336, 0.04718350754936121, 0.05618466898954704, 0.05550716221447929, 0.050764614789005034, 0.045199380565234225, 0.03823073945025165, 0.03300425861401471, 0.028552071234998064]",4,5.0,1.0
28299,4014,4014015,2019-06-13,20949,"[0.01751873597785097, 0.00940379015704807, 0.00878323547663373, 0.007494391140388562, 0.010692634493293236, 0.027972695594061767, 0.05341543749104969, 0.06095756360685474, 0.06119623848393718, 0.05437013699937945, 0.05374958231896511, 0.048069120244403074, 0.04983531433481312, 0.052556207933552916, 0.05546804143395866, 0.05938230941811065, 0.05866628478686334, 0.057281970499785194, 0.05900042961477875, 0.052508472958136425, 0.04491861186691489, 0.03933361974318583, 0.03331901284070839, 0.024106162585326267]",3,5.0,1.0
28300,4014,4014015,2019-06-12,21166,"[0.015354814324860626, 0.010016063498062932, 0.007653784371161296, 0.007653784371161296, 0.01157516772181801, 0.028252858357743552, 0.053056789190210715, 0.06019087215345365, 0.059198714920154966, 0.05267882452990645, 0.052159123121988095, 0.05277331569498252, 0.05145043938391761, 0.050080317490314656, 0.05674194462817726, 0.06061608239629595, 0.05556080506472645, 0.05858452234716054, 0.05820655768685628, 0.0518756496267599, 0.04493054899366909, 0.036757063214589436, 0.03174903146555797, 0.03288292544647076]",2,1.0,3.0
28301,4014,4014015,2019-06-11,20890,"[0.017663954044997605, 0.012206797510770704, 0.009669698420296793, 0.007371948300622307, 0.011775969363331737, 0.02987075155576831, 0.05136428913355673, 0.06050741981809478, 0.0556247008137865, 0.05677357587362374, 0.052034466251795114, 0.03288654858784107, 0.05222594542843466, 0.053901388224030636, 0.05945428434657731, 0.05931067496409766, 0.06203925323121111, 0.061656294877932026, 0.05955002393489708, 0.052943992340832934, 0.041072283389181424, 0.033365246529439924, 0.03705122067975108, 0.02967927237912877]",1,1.0,3.0
28302,4014,4014015,2019-06-10,17130,"[0.03070636310566258, 0.017980151780502045, 0.012434325744308231, 0.009340338587273789, 0.00840630472854641, 0.014010507880910683, 0.018563922942206657, 0.0237594862813777, 0.030823117338003504, 0.043490951546993575, 0.056684179801517805, 0.06094570928196147, 0.06415645067133684, 0.06415645067133684, 0.0649737302977233, 0.05604203152364273, 0.060303561004086396, 0.06152948044366608, 0.05195563339171045, 0.057559836544074726, 0.0610624635143024, 0.05178050204319907, 0.04605954465849387, 0.03327495621716287]",0,2.0,3.0
28303,4014,4014015,2019-06-09,19144,"[0.03771416631842875, 0.01937944003343084, 0.011021730045967406, 0.009141245298788132, 0.009768073547847889, 0.012849979105725032, 0.019170497283744255, 0.02763267864605098, 0.038811115754283323, 0.051452152110321774, 0.06111575428332637, 0.0649811951525282, 0.0599143334726285, 0.06158587547012119, 0.05709360635185959, 0.05772043460091935, 0.05254910154617635, 0.05338487254492269, 0.05594442122858337, 0.05129544504805683, 0.04565399080651902, 0.038132051817801924, 0.0421541997492687, 0.06153363978269954]",6,5.0,2.0
28304,4014,4014015,2019-06-08,21056,"[0.026880699088145898, 0.016384878419452888, 0.012632978723404254, 0.014105243161094225, 0.019044452887537994, 0.025313449848024316, 0.03324468085106383, 0.03595174772036474, 0.04169832826747721, 0.04829977203647416, 0.054283814589665656, 0.05922302431610942, 0.05580357142857143, 0.054473784194528876, 0.05694338905775076, 0.05585106382978723, 0.055423632218844984, 0.053761398176291796, 0.051814209726443766, 0.05247910334346505, 0.042315729483282674, 0.03500189969604863, 0.04093844984802432, 0.058130699088145894]",5,5.0,2.0
28305,4014,4014015,2019-06-07,21011,"[0.019941935176812146, 0.010185141116557994, 0.0101375469991909, 0.008900099947646472, 0.011184617581266956, 0.028413688068154776, 0.05725572319261339, 0.06125362905144924, 0.05501879967636, 0.05054495264385322, 0.05116367616962544, 0.0572081290752463, 0.05901670553519585, 0.04892675265337204, 0.04621388796344772, 0.05182999381276474, 0.046166293846080626, 0.05163961734329637, 0.054733234972157443, 0.05373375850744848, 0.047451335014992144, 0.04093094093570035, 0.04288229974775118, 0.03526724096901623]",4,2.0,2.0
28306,4014,4014015,2019-06-06,21305,"[0.018399436751936164, 0.009434405069232574, 0.00985684111710866, 0.0077446608777282325, 0.011358835954001409, 0.02863177657826801, 0.05557380896503168, 0.058061487913635294, 0.054681999530626614, 0.053555503402957054, 0.05332081670969256, 0.05158413517953532, 0.054681999530626614, 0.055479934287725886, 0.05688805444731284, 0.056981929124618635, 0.046561839943675194, 0.052241257920675896, 0.05627786904482516, 0.053931002112180236, 0.0464210279277165, 0.039192677775170146, 0.04200891809434405, 0.027129781741375265]",3,1.0,1.0
28307,4014,4014015,2019-06-05,18628,"[0.020130985613055614, 0.010307064633884476, 0.008964998926347435, 0.008267124758428173, 0.01245436976594374, 0.031833798582778614, 0.06232553145802019, 0.0716126261541765, 0.06699592012024909, 0.04042301911101567, 0.03575263044878677, 0.041120893278934936, 0.05765514279579128, 0.060715052608975736, 0.06721065063345501, 0.05078376637320163, 0.0447176293751342, 0.039080953403478634, 0.03430319948464677, 0.06178870517500537, 0.05121322739961349, 0.04391238995061198, 0.04815331758642903, 0.030277002362035645]",2,1.0,1.0
28308,4014,4014015,2019-06-04,19460,"[0.017060637204522097, 0.009249743062692703, 0.008478931140801645, 0.008221993833504625, 0.013103802672147996, 0.032425488180883866, 0.05606372045220966, 0.0698869475847893, 0.0644912641315519, 0.052569373072970195, 0.0513360739979445, 0.0473792394655704, 0.05554984583761562, 0.060585817060637204, 0.0630010277492292, 0.05159301130524152, 0.04131551901336074, 0.04393627954779034, 0.04784172661870503, 0.04671120246659815, 0.04964028776978417, 0.04285714285714286, 0.039003083247687566, 0.027697841726618704]",1,2.0,1.0
28309,4014,4014015,2019-06-03,20572,"[0.019881392183550457, 0.01297880614427377, 0.009430293602955473, 0.009090025277075637, 0.012006610927474237, 0.03120746645926502, 0.0576997861170523, 0.06387322574372935, 0.06222049387517013, 0.0568734201827727, 0.05429710285825394, 0.052936029554734594, 0.055512346879253355, 0.055317907835893444, 0.060908030332490766, 0.052109663620454987, 0.03922807699786117, 0.05050554151273576, 0.055658176161773286, 0.05172078553373517, 0.046908419210577486, 0.03485319852226327, 0.032714369045304295, 0.022068831421349407]",0,5.0,4.0
28310,4014,4014015,2019-06-02,19784,"[0.027850788515972502, 0.020016174686615446, 0.014355034371209057, 0.010766275778406793, 0.009704811969268095, 0.011928831378892033, 0.01521431459765467, 0.023604933279417713, 0.03851597250303276, 0.05105135463000404, 0.05630812778002426, 0.059239789729074, 0.05949251920744036, 0.06196926809543065, 0.0617165386170643, 0.05929033562474727, 0.05964415689446017, 0.06004852405984634, 0.060553983016579056, 0.05954306510311363, 0.05423574605742014, 0.045744035584310554, 0.04528912252325111, 0.033916295996765065]",6,1.0,4.0
28311,4014,4014015,2019-06-01,20270,"[0.024272323630981748, 0.01642821904292057, 0.0123334977799704, 0.010902812037493834, 0.012234829797730636, 0.01613221509620128, 0.024173655648741982, 0.033744449925999016, 0.04736063147508633, 0.053774050320670945, 0.058164775530340405, 0.06260483473112975, 0.06339417858904785, 0.06497286630488407, 0.06285150468672916, 0.061667488899852, 0.05954612728169709, 0.053478046373951656, 0.05658608781450419, 0.051406018746916624, 0.0487913172175629, 0.03576714356191416, 0.034928465712876174, 0.03448445979279724]",5,2.0,4.0
28312,4014,4014015,2019-05-31,21171,"[0.014737140427943886, 0.0109111520476123, 0.01015540125643569, 0.00869113409853101, 0.011100089745406452, 0.024231259742100043, 0.0436446081904492, 0.05346936847574512, 0.0539417127202305, 0.05502810448254688, 0.055311511029238106, 0.05361107174909074, 0.05795663879835624, 0.059090264985121155, 0.05573662084927495, 0.05871238958953285, 0.05710641915828256, 0.056728543762694254, 0.05545321430258372, 0.04969061451986208, 0.045486750743942185, 0.03537858391195503, 0.04147182466581645, 0.0323555807472486]",4,4.0,1.0
28313,4014,4014015,2019-05-30,18772,"[0.027274664393777966, 0.01725974856168762, 0.010867249094395908, 0.01017472831877264, 0.01150649904112508, 0.016460686128276156, 0.022054123162156405, 0.027594289367142553, 0.039580225868314514, 0.05577455785212018, 0.06110164074152994, 0.06573620285531642, 0.06360536969955252, 0.06152780737268272, 0.06376518218623482, 0.05961005753249521, 0.057266141061154914, 0.05577455785212018, 0.05774557852120179, 0.05273812060515662, 0.04549328787555934, 0.0397400383549968, 0.03830172597485617, 0.03904751757937353]",3,3.0,1.0
28314,4014,4014015,2019-05-29,19816,"[0.017914816310052484, 0.01074888978603149, 0.010294711344368187, 0.008477997577714978, 0.012060960839725474, 0.03214574081550262, 0.058891804602341544, 0.06701655228098506, 0.06287848203471942, 0.06176826806620912, 0.058336697618086394, 0.057529269277351636, 0.0596992329430763, 0.05621719822365765, 0.05399677028663706, 0.05596487686717804, 0.03335688332660476, 0.027452563584981833, 0.02255752926927735, 0.03638473960436011, 0.05944691158659669, 0.045619701251513926, 0.04496366572466694, 0.04627573677836092]",2,1.0,1.0
28315,4014,4014015,2019-05-28,18190,"[0.019791094007696537, 0.010665200659703134, 0.009400769653655855, 0.0085761407366685, 0.012589334799340298, 0.03216052776250687, 0.06465090709180868, 0.06706981858163827, 0.026168224299065422, 0.03793293018141836, 0.05816382627817482, 0.0605827377680044, 0.058328752061572293, 0.06432105552501374, 0.06893897746014294, 0.05376580538757559, 0.043815283122594834, 0.04348543155579989, 0.03446948873007147, 0.0605827377680044, 0.05525013743815283, 0.042605827377680046, 0.036668499175371086, 0.030016492578339746]",1,1.0,1.0
28316,4014,4014015,2019-05-27,20092,"[0.018017121242285487, 0.011198486959984074, 0.008112681664344017, 0.008411307983276927, 0.01199482381047183, 0.033346605614174796, 0.06072068484969142, 0.06729046386621541, 0.06495122436790762, 0.05006967947441768, 0.04947242683655186, 0.04852677682659765, 0.05186143738801513, 0.05708739796934103, 0.06166633485964563, 0.0611188532749353, 0.04529165837149114, 0.03892096356758909, 0.04434600836153693, 0.05310571371690225, 0.045590284690424046, 0.036432410909814854, 0.048029066295042805, 0.024437587099343024]",0,1.0,1.0
28317,4014,4014015,2019-05-26,19511,"[0.028342986007892982, 0.021218799651478652, 0.013889600738045205, 0.010250627850955872, 0.00953308390138896, 0.012659525395930502, 0.013735841320280866, 0.019424939777561375, 0.03187945261647276, 0.04500025626569627, 0.05191943006509149, 0.05776228794013633, 0.06022243862436574, 0.06432268976474809, 0.06365639895443596, 0.06519399313207934, 0.06473271487878633, 0.06519399313207934, 0.06150376710573523, 0.05350827738198965, 0.057659781661626774, 0.04699912869663267, 0.052944492850187076, 0.028445492286402543]",6,2.0,1.0
28318,4014,4014015,2019-05-25,20684,"[0.026638947979114293, 0.01648617288725585, 0.011603171533552505, 0.008847418294333784, 0.009475923419067878, 0.01721137110810288, 0.027364146199961324, 0.03369754399535873, 0.04791142912396055, 0.053954747631019144, 0.055066718236317924, 0.05830593695610133, 0.06275381937729646, 0.06280216592535293, 0.06521949332817636, 0.06434925546315994, 0.057919164571649584, 0.059031135176948364, 0.05927286791723071, 0.05182749951653452, 0.04510732933668536, 0.03408431637981048, 0.034761168052601044, 0.036308257590408045]",5,2.0,1.0
28319,4014,4014015,2019-05-24,20427,"[0.01923924217946835, 0.011602291085328242, 0.00988887257061732, 0.008860821461790767, 0.011944974788270427, 0.029030205120673617, 0.05600430802369413, 0.06476721985607284, 0.06217261467665345, 0.05810936505605326, 0.05654281098546042, 0.059137416164879816, 0.05987173838547021, 0.04939540803838057, 0.04714348656190336, 0.02981348215597004, 0.031086307338326725, 0.041268908797180204, 0.05850100357370147, 0.05673863024428453, 0.050717188035443284, 0.043080236941303175, 0.0403387673177657, 0.044744700641308074]",4,1.0,1.0
28320,4014,4014015,2019-05-23,20947,"[0.019716427173342245, 0.00983434382011744, 0.009165990356614312, 0.008593115959325917, 0.011505227478875257, 0.02921659426170812, 0.05781257459302048, 0.06487802549291068, 0.052465746884995466, 0.05747839786126892, 0.05084260275934501, 0.052274788752566, 0.054327588676182745, 0.05824223039098678, 0.06043824891392562, 0.05404115147753855, 0.04621186804793049, 0.04482742158781687, 0.054375328209290114, 0.0558075142025111, 0.04511385878646107, 0.036950398625101445, 0.03752327302238984, 0.02835728266577553]",3,1.0,1.0
28321,4014,4014015,2019-05-22,21555,"[0.016933426119229877, 0.00816515889584783, 0.008397123637207144, 0.007608443516585479, 0.010438413361169102, 0.028346091394108097, 0.05335189051264208, 0.05479007190906982, 0.0585479007190907, 0.05251681744374855, 0.05005799118533983, 0.05302713987473904, 0.05520760844351658, 0.05534678728833217, 0.057109719322662955, 0.061099512874043145, 0.05488285780561355, 0.05117142194386453, 0.050846671305961495, 0.05344467640918581, 0.04634655532359081, 0.037299930410577595, 0.03948039897935514, 0.035583391324518675]",2,1.0,1.0
28322,4014,4014015,2019-05-21,19572,"[0.017933782955242183, 0.00950337216431637, 0.008226037195994278, 0.00894134477825465, 0.012160228898426323, 0.031064786429593295, 0.05809319435928878, 0.06141426527692622, 0.061567545473124874, 0.05620273860617208, 0.056764765992233804, 0.057173513182096874, 0.05518087063151441, 0.05773554056815859, 0.06034130390353566, 0.057991007561823016, 0.04153893316983446, 0.0341814837522992, 0.045064377682403435, 0.05369916206826078, 0.047567954220314734, 0.039444103821786224, 0.04153893316983446, 0.026670754138565296]",1,1.0,1.0
28323,4014,4014015,2019-05-20,19381,"[0.01764614828956194, 0.011402920385944997, 0.009906609566069861, 0.007636344873845519, 0.013312006604406377, 0.03219648108972705, 0.061709922088643517, 0.06588927299932924, 0.05541509726020329, 0.05897528507300965, 0.057478974253134515, 0.056343841907022345, 0.05789174965172076, 0.06408338063051443, 0.062535472885816, 0.05443475568856096, 0.04556008461895671, 0.026675610133636035, 0.04040039213662866, 0.04968783860481915, 0.04602445694236623, 0.038026933594757756, 0.041071152159331305, 0.025695268561993705]",0,1.0,1.0
28324,4014,4014015,2019-05-19,19800,"[0.027878787878787878, 0.021919191919191918, 0.014343434343434344, 0.01, 0.008737373737373738, 0.01202020202020202, 0.014646464646464647, 0.020505050505050505, 0.03318181818181818, 0.04702020202020202, 0.05207070707070707, 0.05909090909090909, 0.057828282828282826, 0.06282828282828283, 0.06393939393939393, 0.06353535353535354, 0.06363636363636363, 0.0652020202020202, 0.059494949494949496, 0.05909090909090909, 0.0551010101010101, 0.04676767676767677, 0.05101010101010101, 0.03015151515151515]",6,2.0,1.0
28325,4014,4014015,2019-05-18,21021,"[0.025974025974025976, 0.01655487369773084, 0.011655011655011656, 0.00918129489558061, 0.011226868369725513, 0.016697588126159554, 0.025403168260311117, 0.03477474906046334, 0.04757147614290472, 0.05632462775319918, 0.06032063174920318, 0.05889348746491604, 0.06189049046191903, 0.06041577470148899, 0.06227106227106227, 0.05903620189334475, 0.05499262642119785, 0.056372199229342085, 0.059083773369487655, 0.0595594881309167, 0.04828504828504829, 0.03748632320060891, 0.03377574806146235, 0.0322534608248894]",5,2.0,1.0
28326,4014,4014015,2019-05-17,20709,"[0.014245014245014245, 0.01052682408614612, 0.010913129557197353, 0.007532956685499058, 0.012216910521995267, 0.027379400260756193, 0.05751122700275243, 0.06572021826259114, 0.06306436814911391, 0.058283837944854894, 0.05712492153170119, 0.05857356704814332, 0.06205031628760442, 0.056448886957361534, 0.04732242020377614, 0.03780964797913951, 0.04746728475542035, 0.05625573422183592, 0.03756820705973248, 0.05229610314356077, 0.04935052392679511, 0.04147954995412623, 0.03824424163407214, 0.030614708580810276]",4,1.0,1.0
28327,4014,4014015,2019-05-16,21392,"[0.017716903515332835, 0.009723261032161555, 0.008274121166791324, 0.008133881824981301, 0.012200822737471952, 0.02818810770381451, 0.057872101720269256, 0.06380890052356021, 0.0605833956619297, 0.05595549738219895, 0.051654824233358265, 0.05506731488406881, 0.05660994764397906, 0.056329468960359015, 0.05894727000747943, 0.05904076290201945, 0.05011219147344802, 0.04899027673896784, 0.0549738219895288, 0.05660994764397906, 0.04796185489902768, 0.04080964846671653, 0.01944652206432311, 0.020989154824233358]",3,1.0,1.0
28328,4014,4014015,2019-05-15,20929,"[0.014716422189306704, 0.009556118304744612, 0.007788236418366859, 0.007931578192938028, 0.011897367289407042, 0.02823832959052033, 0.056237756223422045, 0.06158918247407903, 0.05953461703855894, 0.05590329208275598, 0.05298867599980888, 0.05313201777438005, 0.053944287830283336, 0.056237756223422045, 0.060107984136843616, 0.05537770557599503, 0.04897510631181614, 0.04964403459314826, 0.05814897988437097, 0.05332314014047494, 0.04649051555258254, 0.03913230445792919, 0.03478427062927039, 0.02432032108557504]",2,1.0,1.0
28329,4014,4014015,2019-05-14,20877,"[0.016477463237055134, 0.009100924462326963, 0.007137040762561671, 0.007807635196627868, 0.011352205776692053, 0.027590171001580687, 0.05637783206399387, 0.06485606169468794, 0.060449298270824355, 0.05695262729319347, 0.05609043444939407, 0.054222349954495375, 0.052737462279063084, 0.057431623317526465, 0.06126359151219045, 0.059108109402691955, 0.042247449346170425, 0.046750011974900606, 0.055563538822627774, 0.05513244240072807, 0.04536092350433491, 0.035733103415241656, 0.03467931216170906, 0.025578387699382095]",1,1.0,1.0
28330,4014,4014015,2019-05-13,21263,"[0.015613977331514838, 0.008982739970841367, 0.00870055965762122, 0.00710153788270705, 0.010722851902365611, 0.0325447961247237, 0.05747072379250341, 0.06330245026571979, 0.060339556976908244, 0.05469595071250529, 0.05375534966843813, 0.053426139303014625, 0.053708319616234776, 0.05718854347928326, 0.05925786577623101, 0.06099797770775526, 0.050839486431829936, 0.05168602737149038, 0.054648920660301935, 0.05493110097352208, 0.045572120585053846, 0.032874006490147205, 0.031227954663029675, 0.020411042656257348]",0,1.0,1.0
28331,4014,4014015,2019-05-12,19009,"[0.02935451628176127, 0.020779630701246776, 0.013362091640801725, 0.010573938660634436, 0.010468725340628123, 0.01183649850071019, 0.013835551580830134, 0.018096691041085803, 0.027250249881635016, 0.04108580146246515, 0.049029407122941765, 0.057078226103424695, 0.05770950602346257, 0.06218107212373086, 0.0662317849439739, 0.06517965174391079, 0.06728391814403703, 0.0681782313640907, 0.0661265716239676, 0.06360145194381608, 0.057078226103424695, 0.04845073386290705, 0.04366352780261981, 0.03156399600189384]",6,1.0,3.0
28332,4014,4014015,2019-05-11,20284,"[0.02534016959179649, 0.01592388089134293, 0.011486886215736541, 0.009366988759613488, 0.010106487872214553, 0.01695917964898442, 0.02746006704791954, 0.031453362255965296, 0.04422204693354368, 0.05127193847367383, 0.05344113587063695, 0.06231512522184973, 0.0649280220863735, 0.062413725103529875, 0.06211792545848945, 0.06211792545848945, 0.06132912640504831, 0.06113192664168803, 0.05886412936304476, 0.05511733385919937, 0.04732794320646815, 0.036629856044172744, 0.03490435811477026, 0.03377045947544863]",5,1.0,3.0
28333,4014,4014015,2019-05-10,21763,"[0.015990442494141433, 0.008776363552819005, 0.00840876717364334, 0.006800533014749805, 0.010200799522124706, 0.027248081606396177, 0.053760970454441025, 0.062169737628084365, 0.05559895235031935, 0.05275008041170794, 0.051509442631990074, 0.05380692000183798, 0.05789642972016726, 0.05440426411799844, 0.06005605844782429, 0.05449616321279235, 0.04980930937830262, 0.05086614896843266, 0.05490970913936498, 0.056242246013876764, 0.04792537793502734, 0.03965445940357488, 0.035151403758672976, 0.03156733906171024]",4,2.0,3.0
28334,4014,4014015,2019-05-09,20083,"[0.015535527560623413, 0.006971070059254096, 0.0073196235622168, 0.0073196235622168, 0.01090474530697605, 0.028979734103470597, 0.059552855649056415, 0.06064830951551063, 0.05990140915201912, 0.05158591843848031, 0.05741174127371409, 0.05502166011054126, 0.05795946820694119, 0.06124582980630384, 0.06020016929741572, 0.06169397002439875, 0.0438679480157347, 0.0366977045262162, 0.055320420255937856, 0.060399342727680126, 0.04994273763879899, 0.03724543145944331, 0.03072250161828412, 0.023552258128765623]",3,5.0,2.0
28335,4014,4014015,2019-05-08,20412,"[0.014893200078385264, 0.0075445816186556925, 0.0062708210856359005, 0.006613756613756613, 0.010924946110131296, 0.029443464628649815, 0.057074270037233, 0.06711738193219674, 0.0655986674505193, 0.0536939055457574, 0.05521262002743484, 0.055702527924750146, 0.05393885949441505, 0.05692729766803841, 0.06172839506172839, 0.05785812267293749, 0.048500881834215165, 0.050166568685087204, 0.05021555947481873, 0.05589849108367627, 0.04458161865569273, 0.03997648442092887, 0.028757593572408386, 0.021359984322947285]",2,5.0,2.0
28336,4014,4014015,2019-05-07,19775,"[0.014563843236409609, 0.007029077117572693, 0.0061694058154235145, 0.006624525916561315, 0.011276864728192162, 0.030745891276864726, 0.061087231352718076, 0.06983565107458913, 0.06265486725663717, 0.057446270543615674, 0.05628318584070797, 0.05855878634639697, 0.056738305941845764, 0.053754740834386854, 0.06376738305941845, 0.059721871049304674, 0.05208596713021492, 0.039190897597977246, 0.039241466498103665, 0.05926675094816688, 0.04647281921618205, 0.038887484197218714, 0.029481668773704173, 0.01911504424778761]",1,1.0,2.0
28337,4014,4014015,2019-05-06,20730,"[0.012928123492522915, 0.008200675349734683, 0.009068982151471297, 0.007573564881813796, 0.0120598166907863, 0.03328509406657019, 0.05759768451519537, 0.06628075253256151, 0.06386878919440425, 0.05470332850940666, 0.05016883743367101, 0.05537867824409069, 0.054462132175590934, 0.05783888084901109, 0.06010612638687892, 0.06000964785335263, 0.05894838398456344, 0.053545586107091175, 0.046695610226724554, 0.055282199710564396, 0.04259527255185721, 0.035311143270622285, 0.026772793053545588, 0.01731789676796913]",0,1.0,1.0
28338,4014,4014015,2019-05-05,18320,"[0.02609170305676856, 0.019978165938864628, 0.013100436681222707, 0.009061135371179039, 0.009443231441048035, 0.010698689956331877, 0.013537117903930132, 0.018995633187772927, 0.02789301310043668, 0.04306768558951965, 0.05021834061135371, 0.054639737991266375, 0.05955240174672489, 0.06315502183406113, 0.06888646288209607, 0.06975982532751092, 0.0703056768558952, 0.07188864628820961, 0.0675764192139738, 0.06266375545851528, 0.05693231441048035, 0.0462882096069869, 0.0384825327510917, 0.027783842794759827]",6,2.0,1.0
