,mst_id,det_id,date,dtv,values,weekday,day_type,yeartime
54958,4014,4014013,2019-08-26,19813,"[0.0027254832685610457, 0.0012617978095190027, 0.0006561348609498814, 0.0008580225104729218, 0.0047948316761722105, 0.041134608590319484, 0.08242063291778126, 0.08686216120728814, 0.07797910462827437, 0.06409932872356533, 0.05784081158835108, 0.05112804724170999, 0.050623328117902384, 0.05284409226265583, 0.05430777772169788, 0.06404885681118458, 0.06773330641498006, 0.07424418311209811, 0.058244586887397164, 0.0389643163579468, 0.026649169737041338, 0.020037349215161763, 0.012214202796143946, 0.008327865542825417]",0,5.0,2.0
54959,4014,4014013,2019-08-25,12161,"[0.012663432283529315, 0.007236247019159608, 0.004522654386974755, 0.0037003535893429815, 0.004440424307211578, 0.0057561055834224155, 0.0077296274977386725, 0.011923361565660718, 0.022119891456294713, 0.04152619028040457, 0.06265932077954116, 0.06052133870569854, 0.07145793931420114, 0.07219801003206973, 0.07820080585478167, 0.07622728394046542, 0.0821478496834142, 0.09538689252528575, 0.08329907080009867, 0.07022448811775348, 0.053285091686538937, 0.036839075733903465, 0.022695502014636954, 0.013239042841871556]",6,2.0,2.0
54960,4014,4014013,2019-08-24,13568,"[0.01068691037735849, 0.005232900943396226, 0.002800707547169811, 0.00390625, 0.004495872641509434, 0.010465801886792452, 0.02159492924528302, 0.02903891509433962, 0.04311615566037736, 0.06117334905660377, 0.07856721698113207, 0.07974646226415094, 0.07407134433962265, 0.07672464622641509, 0.06419516509433962, 0.06891214622641509, 0.06500589622641509, 0.06795400943396226, 0.06139445754716981, 0.055277122641509434, 0.043705778301886794, 0.03029186320754717, 0.023658608490566037, 0.017983490566037735]",5,2.0,2.0
54961,4014,4014013,2019-08-23,20155,"[0.002232696601339618, 0.0009923096005953857, 0.0005953857603572314, 0.0012900024807740015, 0.004663855122798313, 0.03046390473827834, 0.06311089059786654, 0.07392706524435624, 0.070106673282064, 0.06092780947655668, 0.05710741751426445, 0.06370627635822376, 0.06812205408087323, 0.06643512775986107, 0.0699578268419747, 0.07030513520218308, 0.07615976184569585, 0.05819895807491938, 0.05259240883155544, 0.0366658397419995, 0.027090052096254032, 0.01820888117092533, 0.014438104688662863, 0.012701562887620938]",4,5.0,2.0
54962,4014,4014013,2019-08-22,19869,"[0.0021641753485328904, 0.0009059338668277216, 0.0008556042075595149, 0.0016608787558508229, 0.0032210981931652324, 0.03195933363531129, 0.07257536866475414, 0.07690371936181992, 0.07423624742060496, 0.0648246011374503, 0.05863405304746087, 0.055765262469173085, 0.05601691076551412, 0.05324877950576275, 0.05234284563893502, 0.06608284261915547, 0.07463888469475062, 0.07393426946499572, 0.06467361215964568, 0.04121999094066133, 0.031858674316774874, 0.020584830640696564, 0.015048568121193819, 0.0066435150234032915]",3,5.0,2.0
54963,4014,4014013,2019-08-21,19971,"[0.0017525411847178409, 0.0007010164738871364, 0.0007510890791647889, 0.0013519603424966202, 0.003455009764158029, 0.031395523509088176, 0.07781282860147214, 0.08717640578839317, 0.0819688548395173, 0.06409293475539532, 0.059285964648740676, 0.05137449301487156, 0.052576235541535225, 0.05472935756847429, 0.058334585148465276, 0.06284111962345401, 0.06915026788843824, 0.07365680236342696, 0.061389014070402086, 0.03875619648490311, 0.026688698612988834, 0.01962846126883982, 0.013619748635521506, 0.00751089079164789]",2,5.0,2.0
54964,4014,4014013,2019-08-20,19795,"[0.001566052033341753, 0.0009598383430159131, 0.0007072493053801465, 0.0010103561505430665, 0.002626925991411973, 0.03334175296792119, 0.07628188936600151, 0.08557716595099772, 0.08552664814347058, 0.0654710785551907, 0.056630462237938876, 0.05582217731750442, 0.06052033341752968, 0.056478908815357415, 0.05567062389492296, 0.061177064915382676, 0.07107855519070472, 0.06951250315736297, 0.05915635261429654, 0.03920181864107098, 0.025966153068956808, 0.018186410709775197, 0.01141702450113665, 0.006112654710785552]",1,5.0,2.0
54965,4014,4014013,2019-08-19,20049,"[0.0033916903586213775, 0.001596089580527707, 0.0011471893860042896, 0.0007980447902638535, 0.004189735148885231, 0.034864581774652105, 0.07775948925133423, 0.08269739139109182, 0.08035313481969175, 0.06798344057060203, 0.0583071474886528, 0.06184847124544865, 0.05646166891116764, 0.05426704573794204, 0.06279614943388698, 0.06748466257668712, 0.06658686218764027, 0.06843234076512544, 0.05421716793855055, 0.035812259963090426, 0.026684622674447604, 0.016709062796149435, 0.009875804279515187, 0.0057359469300214475]",0,5.0,2.0
54966,4014,4014013,2019-08-18,12549,"[0.009960953063989163, 0.0044625069726671445, 0.002151565861821659, 0.002868754482428879, 0.002948442106940792, 0.0054187584668101045, 0.007410949079607937, 0.010518766435572556, 0.01960315562993067, 0.03912662363534943, 0.055861024782851224, 0.06749541796159056, 0.07395011554705554, 0.07363136504900789, 0.06797354370866204, 0.07227667543230536, 0.0713204239381624, 0.07259542593035302, 0.06956729619890031, 0.07642043190692485, 0.0718782373097458, 0.06566260259781656, 0.03920631125986134, 0.017690652641644752]",6,2.0,2.0
54967,4014,4014013,2019-08-17,12376,"[0.007676147382029735, 0.004120879120879121, 0.0020200387847446673, 0.003474466709760827, 0.004201680672268907, 0.013251454427925016, 0.018422753716871364, 0.024482870071105365, 0.0430672268907563, 0.06173238526179703, 0.08104395604395605, 0.0812863606981254, 0.08023594053005818, 0.0746606334841629, 0.0740142210730446, 0.06593406593406594, 0.06876212023270847, 0.0667420814479638, 0.06278280542986425, 0.05437944408532644, 0.03765352294764059, 0.026906916612798967, 0.023270846800258566, 0.019877181641887523]",5,2.0,2.0
54968,4014,4014013,2019-08-16,16672,"[0.002939059500959693, 0.001079654510556622, 0.0010196737044145872, 0.0012595969289827256, 0.0037787907869481765, 0.018414107485604608, 0.04456573896353167, 0.0510436660268714, 0.05710172744721689, 0.06531909788867563, 0.0725767754318618, 0.06819817658349328, 0.07323656429942418, 0.06915786948176583, 0.06987763915547025, 0.0710172744721689, 0.0628598848368522, 0.06495921305182342, 0.07071737044145873, 0.04990403071017274, 0.030710172744721688, 0.020693378119001918, 0.016854606525911708, 0.012715930902111325]",4,5.0,2.0
54969,4014,4014013,2019-08-15,10151,"[0.009851246182642104, 0.005615210324106, 0.0032509112402718944, 0.0036449610875775784, 0.0055166978622795786, 0.011427445571864842, 0.017141168357797262, 0.019308442517978523, 0.031523987784454734, 0.05625061570288641, 0.07575608314451777, 0.076741207762782, 0.08314451778149937, 0.06807211112205694, 0.07880996946113683, 0.06856467343118905, 0.07230814698059304, 0.07477095852625357, 0.07496798344990642, 0.052507142153482414, 0.045217219978327255, 0.02955373854792631, 0.02275637868190326, 0.013299182346566841]",3,3.0,2.0
54970,4014,4014013,2019-08-14,21002,"[0.002475954670983716, 0.000857061232263594, 0.000666603180649462, 0.0007618322064565279, 0.003142557851633178, 0.025378535377583087, 0.06699361965527093, 0.07804018664889058, 0.0760403771069422, 0.060803732977811636, 0.05399485763260642, 0.05742310256166079, 0.055994667174554806, 0.06575564231977907, 0.06056566041329397, 0.06480335206170841, 0.0697076468907723, 0.06732692124559565, 0.061898866774592894, 0.045186172745452814, 0.03352061708408723, 0.02542614989048662, 0.014903342538805828, 0.008332539758118275]",2,5.0,2.0
